model_name,lang,D_full,D_partial,D_morph,D_add_raw,note
bert-base-multilingual-cased,de_gsd,0.14666666666666667,0.06333333333333334,0.08,0.14333333333333334,
bert-base-multilingual-cased,en_ewt,0.21724137931034482,0.10689655172413794,0.08275862068965517,0.21724137931034482,
bert-base-multilingual-cased,es_ancora,0.19063545150501673,0.07692307692307693,0.08695652173913045,0.1939799331103679,
bert-base-multilingual-cased,ru_syntagrus,0.26421404682274247,0.13712374581939799,0.1806020066889632,0.26421404682274247,
bert-base-multilingual-cased,tr_imst,0.011320754716981131,0.013467197507356757,0.011320754716981131,0.018867924528301886,
bert-base-multilingual-cased,zh_gsd,0.36333333333333334,0.17666666666666664,-0.00666666666666671,0.36,
