model_name,lang,S_full,S_partial,S_morph,I_add,S_full_mean,S_full_lo,S_full_hi,S_partial_mean,S_partial_lo,S_partial_hi,S_morph_mean,S_morph_lo,S_morph_hi,I_add_mean,I_add_lo,I_add_hi
xlm-roberta-base,de_gsd,0.9770114942528736,0.7126436781609196,0.5862068965517241,0.13157894736842105,0.9768611244700606,0.9400000000000001,1.0,0.7098608926094421,0.5744397163120568,0.8247547793013712,0.5813420984451944,0.4230633802816902,0.7184541868932038,0.1312578947368421,0.07894736842105263,0.1842105263157895
xlm-roberta-base,en_ewt,0.967391304347826,0.5652173913043479,0.358695652173913,0.08157894736842104,0.9672837422024992,0.9252278037383177,1.0,0.5637509806683231,0.39473684210526316,0.6990533980582525,0.3561210635894554,0.15729935794542538,0.5306122448979593,0.08238508771929824,0.02631578947368421,0.13947368421052633
xlm-roberta-base,es_ancora,0.9722222222222221,0.4814814814814815,0.5,0.1368421052631579,0.9717745080944306,0.9333333333333333,1.0,0.4795558956285163,0.31632653061224497,0.6186440677966103,0.49472299929176083,0.3402010309278351,0.6306415638939911,0.13623508771929824,0.07631578947368421,0.19473684210526315
xlm-roberta-base,ru_syntagrus,0.961038961038961,0.5324675324675324,0.44155844155844154,0.09210526315789473,0.9613689735433263,0.9117553983618765,1.0,0.5302122132072729,0.3333333333333333,0.6941176470588234,0.437907847392277,0.23076923076923084,0.607142857142857,0.09243859649122807,0.03947368421052632,0.14473684210526316
xlm-roberta-base,tr_imst,1.0,0.8666666666666666,0.39999999999999997,0.015789473684210523,1.0,1.0,1.0,0.8574408212746233,0.6000000000000001,1.0,0.3571945017570315,-0.33333333333333326,0.7778985507246381,0.0159859649122807,-0.007894736842105267,0.042105263157894736
xlm-roberta-base,zh_gsd,1.0,0.6,0.06666666666666671,0.0026315789473684223,1.0,1.0,1.0,0.5639955980914466,0.0,0.8825163398692816,-0.008060482514069121,-1.0,0.5789473684210527,0.002533333333333333,-0.023684210526315794,0.031578947368421054
